ATAR,Aggregate
39.35,182.36
39.4,182.57
39.45,182.79
39.5,183.0
39.55,183.22
39.6,183.43
39.65,183.64
39.7,183.84
39.75,184.05
39.8,184.26
39.85,184.47
39.9,184.68
39.95,184.89
40.0,185.09
40.05,185.3
40.1,185.5
40.15,185.71
40.2,185.91
40.25,186.11
40.3,186.32
40.35,186.52
40.4,186.72
40.45,186.92
40.5,187.12
40.55,187.32
40.6,187.52
40.65,187.72
40.7,187.92
40.75,188.11
40.8,188.31
40.85,188.51
40.9,188.71
40.95,188.91
41.0,189.11
41.05,189.3
41.1,189.5
41.15,189.7
41.2,189.9
41.25,190.1
41.3,190.3
41.35,190.5
41.4,190.7
41.45,190.9
41.5,191.1
41.55,191.3
41.6,191.51
41.65,191.71
41.7,191.91
41.75,192.12
41.8,192.33
41.85,192.53
41.9,192.74
41.95,192.95
42.0,193.16
42.05,193.37
42.1,193.58
42.15,193.8
42.2,194.01
42.25,194.23
42.3,194.45
42.35,194.66
42.4,194.89
42.45,195.11
42.5,195.33
42.55,195.56
42.6,195.78
42.65,196.01
42.7,196.24
42.75,196.47
42.8,196.71
42.85,196.95
42.9,197.18
42.95,197.42
43.0,197.67
43.05,197.91
43.1,198.16
43.15,198.41
43.2,198.66
43.25,198.91
43.3,199.17
43.35,199.43
43.4,199.69
43.45,199.95
43.5,200.22
43.55,200.55
43.6,200.93
43.65,201.34
43.7,201.75
43.75,202.15
43.8,202.51
43.85,202.8
43.9,203.02
43.95,203.14
44.0,203.15
44.05,203.15
44.1,203.16
44.15,203.16
44.2,203.17
44.25,203.19
44.3,203.22
44.35,203.27
44.4,203.34
44.45,203.41
44.5,203.51
44.55,203.61
44.6,203.73
44.65,203.85
44.7,203.99
44.75,204.14
44.8,204.3
44.85,204.48
44.9,204.66
44.95,204.85
45.0,205.04
45.05,205.25
45.1,205.47
45.15,205.69
45.2,205.92
45.25,206.15
45.3,206.4
45.35,206.64
45.4,206.9
45.45,207.15
45.5,207.42
45.55,207.68
45.6,207.95
45.65,208.22
45.7,208.5
45.75,208.78
45.8,209.06
45.85,209.34
45.9,209.62
45.95,209.9
46.0,210.18
46.05,210.46
46.1,210.74
46.15,211.02
46.2,211.29
46.25,211.57
46.3,211.84
46.35,212.11
46.4,212.37
46.45,212.63
46.5,212.89
46.55,213.14
46.6,213.38
46.65,213.62
46.7,213.86
46.75,214.08
46.8,214.3
46.85,214.52
46.9,214.73
46.95,214.94
47.0,215.16
47.05,215.37
47.1,215.58
47.15,215.8
47.2,216.01
47.25,216.23
47.3,216.44
47.35,216.65
47.4,216.87
47.45,217.08
47.5,217.29
47.55,217.51
47.6,217.72
47.65,217.93
47.7,218.15
47.75,218.36
47.8,218.57
47.85,218.79
47.9,219.0
47.95,219.21
48.0,219.42
48.05,219.64
48.1,219.85
48.15,220.06
48.2,220.28
48.25,220.49
48.3,220.7
48.35,220.91
48.4,221.13
48.45,221.34
48.5,221.55
48.55,221.77
48.6,221.98
48.65,222.19
48.7,222.4
48.75,222.6
48.8,222.8
48.85,223.0
48.9,223.2
48.95,223.4
49.0,223.59
49.05,223.79
49.1,223.98
49.15,224.17
49.2,224.36
49.25,224.55
49.3,224.74
49.35,224.93
49.4,225.12
49.45,225.31
49.5,225.5
49.55,225.69
49.6,225.88
49.65,226.08
49.7,226.27
49.75,226.47
49.8,226.67
49.85,226.87
49.9,227.07
49.95,227.27
50.0,227.48
50.05,227.69
50.1,227.9
50.15,228.11
50.2,228.33
50.25,228.56
50.3,228.78
50.35,229.01
50.4,229.24
50.45,229.48
50.5,229.72
50.55,229.97
50.6,230.22
50.65,230.48
50.7,230.74
50.75,231.01
50.8,231.28
50.85,231.56
50.9,231.85
50.95,232.19
51.0,232.57
51.05,232.96
51.1,233.35
51.15,233.72
51.2,234.03
51.25,234.3
51.3,234.56
51.35,234.8
51.4,235.03
51.45,235.25
51.5,235.44
51.55,235.62
51.6,235.77
51.65,235.91
51.7,236.01
51.75,236.1
51.8,236.18
51.85,236.26
51.9,236.34
51.95,236.43
52.0,236.54
52.05,236.68
52.1,236.89
52.15,237.16
52.2,237.49
52.25,237.85
52.3,238.23
52.35,238.61
52.4,238.97
52.45,239.3
52.5,239.58
52.55,239.79
52.6,239.95
52.65,240.1
52.7,240.23
52.75,240.35
52.8,240.47
52.85,240.57
52.9,240.68
52.95,240.79
53.0,240.91
53.05,241.03
53.1,241.18
53.15,241.34
53.2,241.51
53.25,241.69
53.3,241.88
53.35,242.07
53.4,242.28
53.45,242.49
53.5,242.71
53.55,242.94
53.6,243.17
53.65,243.41
53.7,243.66
53.75,243.91
53.8,244.16
53.85,244.42
53.9,244.68
53.95,244.94
54.0,245.2
54.05,245.47
54.1,245.74
54.15,246.01
54.2,246.28
54.25,246.55
54.3,246.82
54.35,247.08
54.4,247.35
54.45,247.61
54.5,247.88
54.55,248.13
54.6,248.39
54.65,248.64
54.7,248.89
54.75,249.13
54.8,249.37
54.85,249.6
54.9,249.83
54.95,250.05
55.0,250.27
55.05,250.49
55.1,250.72
55.15,250.94
55.2,251.16
55.25,251.37
55.3,251.59
55.35,251.81
55.4,252.02
55.45,252.24
55.5,252.45
55.55,252.66
55.6,252.87
55.65,253.08
55.7,253.29
55.75,253.5
55.8,253.71
55.85,253.92
55.9,254.12
55.95,254.33
56.0,254.53
56.05,254.73
56.1,254.94
56.15,255.14
56.2,255.34
56.25,255.54
56.3,255.74
56.35,255.93
56.4,256.13
56.45,256.32
56.5,256.51
56.55,256.7
56.6,256.89
56.65,257.08
56.7,257.27
56.75,257.46
56.8,257.64
56.85,257.83
56.9,258.02
56.95,258.2
57.0,258.38
57.05,258.57
57.1,258.75
57.15,258.94
57.2,259.12
57.25,259.31
57.3,259.49
57.35,259.68
57.4,259.86
57.45,260.05
57.5,260.24
57.55,260.43
57.6,260.61
57.65,260.8
57.7,260.99
57.75,261.19
57.8,261.38
57.85,261.57
57.9,261.77
57.95,261.97
58.0,262.17
58.05,262.37
58.1,262.57
58.15,262.77
58.2,262.99
58.25,263.23
58.3,263.45
58.35,263.66
58.4,263.89
58.45,264.13
58.5,264.38
58.55,264.64
58.6,264.91
58.65,265.19
58.7,265.48
58.75,265.77
58.8,266.06
58.85,266.35
58.9,266.65
58.95,266.94
59.0,267.23
59.05,267.52
59.1,267.8
59.15,268.08
59.2,268.34
59.25,268.6
59.3,268.85
59.35,269.08
59.4,269.3
59.45,269.5
59.5,269.68
59.55,269.85
59.6,270.0
59.65,270.12
59.7,270.23
59.75,270.33
59.8,270.42
59.85,270.52
59.9,270.62
59.95,270.73
60.0,270.85
60.05,271.0
60.1,271.16
60.15,271.35
60.2,271.54
60.25,271.75
60.3,271.97
60.35,272.2
60.4,272.43
60.45,272.67
60.5,272.91
60.55,273.15
60.6,273.39
60.65,273.63
60.7,273.86
60.75,274.09
60.8,274.31
60.85,274.53
60.9,274.74
60.95,274.95
61.0,275.16
61.05,275.36
61.1,275.57
61.15,275.78
61.2,275.98
61.25,276.19
61.3,276.4
61.35,276.61
61.4,276.82
61.45,277.03
61.5,277.25
61.55,277.47
61.6,277.69
61.65,277.92
61.7,278.15
61.75,278.39
61.8,278.63
61.85,278.88
61.9,279.14
61.95,279.4
62.0,279.69
62.05,280.01
62.1,280.36
62.15,280.72
62.2,281.09
62.25,281.44
62.3,281.79
62.35,282.1
62.4,282.37
62.45,282.6
62.5,282.78
62.55,282.94
62.6,283.08
62.65,283.2
62.7,283.31
62.75,283.42
62.8,283.53
62.85,283.65
62.9,283.78
62.95,283.91
63.0,284.07
63.05,284.25
63.1,284.44
63.15,284.65
63.2,284.87
63.25,285.1
63.3,285.34
63.35,285.58
63.4,285.82
63.45,286.07
63.5,286.31
63.55,286.55
63.6,286.78
63.65,287.0
63.7,287.22
63.75,287.43
63.8,287.64
63.85,287.85
63.9,288.05
63.95,288.25
64.0,288.45
64.05,288.66
64.1,288.86
64.15,289.06
64.2,289.27
64.25,289.49
64.3,289.71
64.35,289.93
64.4,290.17
64.45,290.41
64.5,290.66
64.55,290.92
64.6,291.2
64.65,291.48
64.7,291.79
64.75,292.17
64.8,292.58
64.85,293.01
64.9,293.43
64.95,293.82
65.0,294.14
65.05,294.42
65.1,294.68
65.15,294.94
65.2,295.19
65.25,295.43
65.3,295.66
65.35,295.88
65.4,296.09
65.45,296.3
65.5,296.5
65.55,296.7
65.6,296.89
65.65,297.08
65.7,297.26
65.75,297.44
65.8,297.62
65.85,297.79
65.9,297.97
65.95,298.14
66.0,298.31
66.05,298.48
66.1,298.65
66.15,298.83
66.2,299.0
66.25,299.18
66.3,299.36
66.35,299.55
66.4,299.73
66.45,299.93
66.5,300.13
66.55,300.33
66.6,300.54
66.65,300.75
66.7,300.95
66.75,301.11
66.8,301.26
66.85,301.39
66.9,301.5
66.95,301.61
67.0,301.71
67.05,301.81
67.1,301.91
67.15,302.02
67.2,302.14
67.25,302.28
67.3,302.43
67.35,302.61
67.4,302.81
67.45,303.05
67.5,303.32
67.55,303.63
67.6,303.98
67.65,304.38
67.7,304.84
67.75,305.34
67.8,305.91
67.85,307.5
67.9,307.79
67.95,308.01
68.0,308.24
68.05,308.47
68.1,308.69
68.15,308.93
68.2,309.18
68.25,309.45
68.3,309.72
68.35,310.0
68.4,310.28
68.45,310.55
68.5,310.83
68.55,311.1
68.6,311.35
68.65,311.59
68.7,311.82
68.75,312.03
68.8,312.21
68.85,312.37
68.9,312.49
68.95,312.59
69.0,312.64
69.05,312.66
69.1,312.71
69.15,313.09
69.2,313.67
69.25,314.24
69.3,314.61
69.35,314.65
69.4,314.65
69.45,314.66
69.5,314.66
69.55,314.76
69.6,314.94
69.65,315.17
69.7,315.41
69.75,315.63
69.8,315.88
69.85,316.14
69.9,316.41
69.95,316.66
70.0,316.89
70.05,317.1
70.1,317.31
70.15,317.51
70.2,317.73
70.25,317.95
70.3,318.2
70.35,318.49
70.4,318.81
70.45,319.2
70.5,319.88
70.55,320.58
70.6,321.0
70.65,321.13
70.7,321.22
70.75,321.28
70.8,321.33
70.85,321.39
70.9,321.48
70.95,321.61
71.0,321.84
71.05,322.12
71.1,322.39
71.15,322.64
71.2,322.9
71.25,323.18
71.3,323.45
71.35,323.7
71.4,323.94
71.45,324.17
71.5,324.39
71.55,324.61
71.6,324.82
71.65,325.04
71.7,325.25
71.75,325.47
71.8,325.7
71.85,325.93
71.9,326.18
71.95,326.44
72.0,326.71
72.05,327.0
72.1,327.31
72.15,327.65
72.2,328.01
72.25,328.5
72.3,329.2
72.35,329.87
72.4,330.24
72.45,330.27
72.5,330.27
72.55,330.27
72.6,330.28
72.65,331.36
72.7,331.62
72.75,331.68
72.8,331.75
72.85,331.84
72.9,331.93
72.95,332.04
73.0,332.16
73.05,332.32
73.1,332.52
73.15,332.76
73.2,333.03
73.25,333.33
73.3,333.63
73.35,333.94
73.4,334.25
73.45,334.55
73.5,334.84
73.55,335.1
73.6,335.37
73.65,335.63
73.7,335.9
73.75,336.17
73.8,336.43
73.85,336.7
73.9,336.97
73.95,337.23
74.0,337.5
74.05,337.76
74.1,338.03
74.15,338.29
74.2,338.56
74.25,338.82
74.3,339.09
74.35,339.35
74.4,339.61
74.45,339.88
74.5,340.14
74.55,340.41
74.6,340.68
74.65,340.95
74.7,341.23
74.75,341.53
74.8,341.79
74.85,342.04
74.9,342.27
74.95,342.5
75.0,342.73
75.05,343.0
75.1,343.32
75.15,343.71
75.2,344.41
75.25,345.26
75.3,345.68
75.35,345.71
75.4,345.77
75.45,345.84
75.5,345.94
75.55,346.06
75.6,346.21
75.65,346.39
75.7,346.6
75.75,346.85
75.8,347.13
75.85,347.46
75.9,347.89
75.95,349.25
76.0,349.61
76.05,349.81
76.1,349.94
76.15,350.01
76.2,350.06
76.25,350.11
76.3,350.18
76.35,350.32
76.4,350.53
76.45,350.86
76.5,352.52
76.55,352.88
76.6,352.99
76.65,353.08
76.7,353.39
76.75,353.79
76.8,354.12
76.85,354.3
76.9,354.45
76.95,354.58
77.0,354.69
77.05,354.79
77.1,354.9
77.15,355.02
77.2,355.17
77.25,355.35
77.3,355.56
77.35,355.83
77.4,356.19
77.45,356.83
77.5,357.89
77.55,358.35
77.6,358.36
77.65,358.36
77.7,358.37
77.75,358.48
77.8,358.99
77.85,359.7
77.9,360.33
77.95,360.61
78.0,360.62
78.05,360.68
78.1,360.77
78.15,360.9
78.2,361.06
78.25,361.24
78.3,361.43
78.35,361.62
78.4,361.88
78.45,362.19
78.5,362.51
78.55,362.91
78.6,363.39
78.65,363.89
78.7,364.36
78.75,364.76
78.8,365.02
78.85,365.1
78.9,365.1
78.95,365.16
79.0,365.32
79.05,365.54
79.1,365.94
79.15,367.49
79.2,367.5
79.25,367.5
79.3,367.5
79.35,367.51
79.4,367.59
79.45,367.85
79.5,368.2
79.55,368.56
79.6,368.89
79.65,369.17
79.7,369.42
79.75,369.7
79.8,370.08
79.85,370.68
79.9,371.37
79.95,372.03
80.0,372.52
80.05,372.88
80.1,373.18
80.15,373.46
80.2,373.72
80.25,373.99
80.3,374.28
80.35,374.63
80.4,375.0
80.45,375.36
80.5,375.7
80.55,375.98
80.6,376.18
80.65,376.25
80.7,376.26
80.75,376.26
80.8,376.27
80.85,377.64
80.9,378.04
80.95,378.18
81.0,378.19
81.05,378.2
81.1,378.2
81.15,378.22
81.2,378.28
81.25,378.5
81.3,379.07
81.35,379.83
81.4,380.58
81.45,381.13
81.5,381.29
81.55,381.29
81.6,381.3
81.65,381.31
81.7,381.38
81.75,381.51
81.8,381.77
81.85,382.18
81.9,382.91
81.95,383.73
82.0,384.33
82.05,384.45
82.1,384.46
82.15,384.5
82.2,384.65
82.25,384.92
82.3,385.28
82.35,385.69
82.4,386.15
82.45,386.61
82.5,387.06
82.55,387.48
82.6,387.84
82.65,388.17
82.7,388.55
82.75,388.94
82.8,389.28
82.85,389.53
82.9,389.63
82.95,389.63
83.0,389.64
83.05,389.67
83.1,389.75
83.15,389.88
83.2,390.04
83.25,390.39
83.3,390.91
83.35,391.53
83.4,392.18
83.45,392.78
83.5,393.26
83.55,393.55
83.6,393.61
83.65,393.61
83.7,393.62
83.75,393.63
83.8,393.94
83.85,394.52
83.9,395.2
83.95,395.76
84.0,396.12
84.05,396.43
84.1,396.72
84.15,397.01
84.2,397.29
84.25,397.57
84.3,397.85
84.35,398.15
84.4,398.47
84.45,398.73
84.5,398.74
84.55,398.75
84.6,398.82
84.65,398.96
84.7,399.13
84.75,399.34
84.8,399.57
84.85,399.79
84.9,400.05
84.95,400.37
85.0,401.37
85.05,402.05
85.1,402.06
85.15,402.06
85.2,402.07
85.25,402.19
85.3,402.4
85.35,403.28
85.4,404.31
85.45,404.49
85.5,404.57
85.55,404.64
85.6,404.77
85.65,404.97
85.7,405.24
85.75,405.55
85.8,405.92
85.85,406.31
85.9,406.71
85.95,407.13
86.0,407.54
86.05,407.94
86.1,408.31
86.15,408.64
86.2,408.94
86.25,409.26
86.3,409.61
86.35,409.87
86.4,409.98
86.45,410.03
86.5,410.06
86.55,410.08
86.6,410.14
86.65,410.25
86.7,411.83
86.75,412.1
86.8,412.45
86.85,412.5
86.9,412.51
86.95,412.56
87.0,412.99
87.05,413.6
87.1,414.1
87.15,414.32
87.2,414.33
87.25,414.58
87.3,415.17
87.35,415.53
87.4,415.82
87.45,416.11
87.5,416.39
87.55,416.68
87.6,416.97
87.65,417.25
87.7,417.54
87.75,417.83
87.8,418.12
87.85,418.4
87.9,418.69
87.95,418.98
88.0,419.29
88.05,419.54
88.1,419.58
88.15,420.13
88.2,420.4
88.25,420.67
88.3,420.98
88.35,421.19
88.4,421.2
88.45,421.2
88.5,421.21
88.55,421.61
88.6,422.29
88.65,422.91
88.7,423.13
88.75,423.33
88.8,423.74
88.85,424.04
88.9,424.29
88.95,424.69
89.0,424.94
89.05,424.95
89.1,424.96
89.15,424.96
89.2,424.96
89.25,425.0
89.3,425.23
89.35,425.55
89.4,425.88
89.45,426.15
89.5,426.39
89.55,426.66
89.6,426.99
89.65,427.6
89.7,428.43
89.75,429.13
89.8,429.35
89.85,429.36
89.9,429.36
89.95,429.38
90.0,429.65
90.05,430.16
90.1,430.77
90.15,431.31
90.2,431.66
90.25,431.94
90.3,432.2
90.35,432.46
90.4,432.74
90.45,433.04
90.5,433.35
90.55,433.65
90.6,433.9
90.65,434.14
90.7,434.47
90.75,434.69
90.8,434.81
90.85,434.88
90.9,434.93
90.95,434.98
91.0,435.06
91.05,435.19
91.1,435.51
91.15,436.25
91.2,436.25
91.25,437.53
91.3,437.8
91.35,438.07
91.4,438.37
91.45,438.7
91.5,439.01
91.55,439.25
91.6,439.39
91.65,439.5
91.7,439.59
91.75,439.67
91.8,439.75
91.85,439.84
91.9,439.96
91.95,440.13
92.0,440.39
92.05,440.7
92.1,441.02
92.15,441.33
92.2,441.57
92.25,442.05
92.3,442.8
92.35,443.55
92.4,444.03
92.45,444.1
92.5,444.48
92.55,444.8
92.6,445.12
92.65,445.45
92.7,445.63
92.75,445.68
92.8,445.78
92.85,446.26
92.9,446.78
92.95,447.04
93.0,447.3
93.05,447.59
93.1,447.93
93.15,448.19
93.2,448.47
93.25,448.75
93.3,449.04
93.35,449.32
93.4,449.66
93.45,449.78
93.5,449.79
93.55,450.65
93.6,451.08
93.65,451.35
93.7,451.53
93.75,451.69
93.8,451.87
93.85,452.13
93.9,452.47
93.95,452.61
94.0,452.96
94.05,453.25
94.1,453.53
94.15,453.82
94.2,454.11
94.25,454.4
94.3,454.69
94.35,454.97
94.4,455.28
94.45,455.62
94.5,455.71
94.55,456.08
94.6,456.37
94.65,456.47
94.7,456.94
94.75,457.28
94.8,457.45
94.85,457.82
94.9,458.13
94.95,458.41
95.0,458.68
95.05,458.95
95.1,459.23
95.15,459.51
95.2,459.8
95.25,460.11
95.3,460.41
95.35,460.64
95.4,460.96
95.45,461.04
95.5,461.51
95.55,461.86
95.6,462.22
95.65,462.55
95.7,462.8
95.75,462.92
95.8,462.93
95.85,463.17
95.9,463.84
95.95,464.11
96.0,464.39
96.05,464.71
96.1,464.74
96.15,464.75
96.2,464.75
96.25,465.14
96.3,466.03
96.35,466.4
96.4,466.64
96.45,466.82
96.5,467.28
96.55,467.55
96.6,467.83
96.65,468.19
96.7,468.5
96.75,468.69
96.8,468.79
96.85,468.8
96.9,468.8
96.95,469.31
97.0,470.14
97.05,470.35
97.1,470.36
97.15,470.97
97.2,470.98
97.25,471.4
97.3,471.92
97.35,472.19
97.4,472.44
97.45,472.73
97.5,473.03
97.55,473.05
97.6,473.58
97.65,473.72
97.7,474.2
97.75,474.54
97.8,474.78
97.85,474.97
97.9,475.03
97.95,475.65
98.0,475.96
98.05,476.26
98.1,476.41
98.15,476.41
98.2,476.42
98.25,477.24
98.3,477.45
98.35,477.98
98.4,478.24
98.45,478.57
98.5,478.65
98.55,478.66
98.6,478.69
98.65,479.35
98.7,480.0
98.75,480.29
98.8,480.59
98.85,480.86
98.9,481.19
98.95,481.49
99.0,481.75
99.05,482.01
99.1,482.31
99.15,482.5
99.2,482.9
99.25,483.15
99.3,483.43
99.35,483.74
99.4,484.05
99.45,484.38
99.5,484.67
99.55,484.91
99.6,485.18
99.65,485.47
99.7,485.78
99.75,486.07
99.8,486.39
99.85,486.68
99.9,487.16
99.95,487.69
