ATAR,Aggregate
67.0,306.55
67.05,306.79
67.1,307.02
67.15,307.24
67.2,307.46
67.25,307.68
67.3,307.9
67.35,308.14
67.4,308.38
67.45,308.63
67.5,308.86
67.55,309.1
67.6,309.33
67.65,309.55
67.7,309.78
67.75,310.0
67.8,310.23
67.85,310.46
67.9,310.69
67.95,310.93
68.0,311.17
68.05,311.43
68.1,311.68
68.15,311.93
68.2,312.18
68.25,312.43
68.3,312.67
68.35,312.92
68.4,313.16
68.45,313.4
68.5,313.64
68.55,313.88
68.6,314.11
68.65,314.35
68.7,314.58
68.75,314.82
68.8,315.05
68.85,315.29
68.9,315.52
68.95,315.75
69.0,315.98
69.05,316.22
69.1,316.45
69.15,316.68
69.2,316.91
69.25,317.15
69.3,317.38
69.35,317.61
69.4,317.85
69.45,318.08
69.5,318.32
69.55,318.56
69.6,318.79
69.65,319.02
69.7,319.25
69.75,319.49
69.8,319.72
69.85,319.97
69.9,320.21
69.95,320.45
70.0,320.7
70.05,320.94
70.1,321.19
70.15,321.43
70.2,321.67
70.25,321.92
70.3,322.16
70.35,322.4
70.4,322.65
70.45,322.89
70.5,323.13
70.55,323.38
70.6,323.62
70.65,323.87
70.7,324.11
70.75,324.35
70.8,324.6
70.85,324.84
70.9,325.09
70.95,325.33
71.0,325.57
71.05,325.82
71.1,326.08
71.15,326.35
71.2,326.59
71.25,326.82
71.3,327.05
71.35,327.3
71.4,327.56
71.45,327.83
71.5,328.09
71.55,328.31
71.6,328.55
71.65,328.82
71.7,329.08
71.75,329.33
71.8,329.56
71.85,329.8
71.9,330.06
71.95,330.32
72.0,330.59
72.05,330.84
72.1,331.09
72.15,331.34
72.2,331.59
72.25,331.84
72.3,332.09
72.35,332.35
72.4,332.61
72.45,332.87
72.5,333.13
72.55,333.38
72.6,333.64
72.65,333.9
72.7,334.15
72.75,334.4
72.8,334.64
72.85,334.89
72.9,335.13
72.95,335.39
73.0,335.65
73.05,335.93
73.1,336.2
73.15,336.43
73.2,336.68
73.25,336.94
73.3,337.2
73.35,337.46
73.4,337.72
73.45,337.98
73.5,338.24
73.55,338.5
73.6,338.77
73.65,339.03
73.7,339.3
73.75,339.57
73.8,339.84
73.85,340.1
73.9,340.37
73.95,340.64
74.0,340.91
74.05,341.18
74.1,341.44
74.15,341.71
74.2,341.98
74.25,342.24
74.3,342.5
74.35,342.76
74.4,343.02
74.45,343.27
74.5,343.53
74.55,343.78
74.6,344.04
74.65,344.3
74.7,344.56
74.75,344.83
74.8,345.11
74.85,345.38
74.9,345.66
74.95,345.93
75.0,346.2
75.05,346.48
75.1,346.76
75.15,347.03
75.2,347.29
75.25,347.56
75.3,347.83
75.35,348.1
75.4,348.37
75.45,348.65
75.5,348.92
75.55,349.17
75.6,349.42
75.65,349.69
75.7,349.96
75.75,350.24
75.8,350.52
75.85,350.8
75.9,351.07
75.95,351.34
76.0,351.61
76.05,351.89
76.1,352.16
76.15,352.43
76.2,352.7
76.25,352.97
76.3,353.24
76.35,353.52
76.4,353.8
76.45,354.09
76.5,354.37
76.55,354.66
76.6,354.94
76.65,355.21
76.7,355.48
76.75,355.75
76.8,356.03
76.85,356.3
76.9,356.58
76.95,356.86
77.0,357.14
77.05,357.42
77.1,357.69
77.15,357.95
77.2,358.22
77.25,358.5
77.3,358.78
77.35,359.06
77.4,359.35
77.45,359.63
77.5,359.91
77.55,360.19
77.6,360.47
77.65,360.75
77.7,361.02
77.75,361.3
77.8,361.57
77.85,361.85
77.9,362.12
77.95,362.42
78.0,362.73
78.05,363.03
78.1,363.31
78.15,363.59
78.2,363.86
78.25,364.12
78.3,364.39
78.35,364.65
78.4,364.92
78.45,365.19
78.5,365.47
78.55,365.75
78.6,366.03
78.65,366.31
78.7,366.6
78.75,366.89
78.8,367.18
78.85,367.46
78.9,367.75
78.95,368.03
79.0,368.31
79.05,368.59
79.1,368.86
79.15,369.12
79.2,369.4
79.25,369.69
79.3,369.96
79.35,370.22
79.4,370.51
79.45,370.81
79.5,371.1
79.55,371.39
79.6,371.67
79.65,371.95
79.7,372.23
79.75,372.51
79.8,372.78
79.85,373.06
79.9,373.34
79.95,373.62
80.0,373.9
80.05,374.17
80.1,374.45
80.15,374.72
80.2,375.0
80.25,375.27
80.3,375.55
80.35,375.83
80.4,376.11
80.45,376.39
80.5,376.67
80.55,376.95
80.6,377.23
80.65,377.51
80.7,377.79
80.75,378.07
80.8,378.36
80.85,378.65
80.9,378.94
80.95,379.24
81.0,379.53
81.05,379.81
81.1,380.06
81.15,380.33
81.2,380.62
81.25,380.93
81.3,381.21
81.35,381.47
81.4,381.75
81.45,382.03
81.5,382.33
81.55,382.61
81.6,382.89
81.65,383.17
81.7,383.44
81.75,383.71
81.8,383.98
81.85,384.25
81.9,384.53
81.95,384.83
82.0,385.12
82.05,385.39
82.1,385.66
82.15,385.93
82.2,386.19
82.25,386.46
82.3,386.74
82.35,387.03
82.4,387.34
82.45,387.63
82.5,387.91
82.55,388.19
82.6,388.48
82.65,388.75
82.7,389.02
82.75,389.29
82.8,389.56
82.85,389.84
82.9,390.11
82.95,390.38
83.0,390.66
83.05,390.94
83.1,391.22
83.15,391.51
83.2,391.82
83.25,392.1
83.3,392.36
83.35,392.63
83.4,392.92
83.45,393.2
83.5,393.48
83.55,393.77
83.6,394.05
83.65,394.34
83.7,394.6
83.75,394.89
83.8,395.19
83.85,395.48
83.9,395.76
83.95,396.03
84.0,396.3
84.05,396.59
84.1,396.86
84.15,397.13
84.2,397.4
84.25,397.7
84.3,397.99
84.35,398.27
84.4,398.55
84.45,398.82
84.5,399.09
84.55,399.37
84.6,399.65
84.65,399.94
84.7,400.23
84.75,400.49
84.8,400.77
84.85,401.07
84.9,401.33
84.95,401.62
85.0,401.94
85.05,402.21
85.1,402.48
85.15,402.75
85.2,403.04
85.25,403.33
85.3,403.62
85.35,403.91
85.4,404.19
85.45,404.47
85.5,404.73
85.55,404.99
85.6,405.26
85.65,405.54
85.7,405.83
85.75,406.11
85.8,406.4
85.85,406.69
85.9,406.98
85.95,407.27
86.0,407.56
86.05,407.84
86.1,408.12
86.15,408.38
86.2,408.64
86.25,408.92
86.3,409.22
86.35,409.53
86.4,409.84
86.45,410.12
86.5,410.37
86.55,410.62
86.6,410.94
86.65,411.21
86.7,411.48
86.75,411.75
86.8,412.04
86.85,412.34
86.9,412.61
86.95,412.88
87.0,413.16
87.05,413.44
87.1,413.72
87.15,414.01
87.2,414.3
87.25,414.6
87.3,414.9
87.35,415.18
87.4,415.42
87.45,415.71
87.5,416.07
87.55,416.42
87.6,416.68
87.65,416.79
87.7,417.01
87.75,417.35
87.8,417.71
87.85,417.97
87.9,418.29
87.95,418.58
88.0,418.85
88.05,419.12
88.1,419.4
88.15,419.7
88.2,419.98
88.25,420.25
88.3,420.51
88.35,420.79
88.4,421.12
88.45,421.36
88.5,421.64
88.55,421.96
88.6,422.22
88.65,422.51
88.7,422.8
88.75,423.03
88.8,423.39
88.85,423.66
88.9,423.93
88.95,424.19
89.0,424.49
89.05,424.78
89.1,425.06
89.15,425.33
89.2,425.59
89.25,425.87
89.3,426.17
89.35,426.45
89.4,426.74
89.45,427.02
89.5,427.3
89.55,427.58
89.6,427.86
89.65,428.14
89.7,428.43
89.75,428.71
89.8,429.01
89.85,429.29
89.9,429.56
89.95,429.83
90.0,430.11
90.05,430.41
90.1,430.7
90.15,430.97
90.2,431.23
90.25,431.51
90.3,431.8
90.35,432.11
90.4,432.39
90.45,432.64
90.5,432.91
90.55,433.19
90.6,433.47
90.65,433.74
90.7,434.02
90.75,434.29
90.8,434.58
90.85,434.89
90.9,435.18
90.95,435.43
91.0,435.77
91.05,436.04
91.1,436.33
91.15,436.6
91.2,436.88
91.25,437.16
91.3,437.41
91.35,437.68
91.4,438.01
91.45,438.23
91.5,438.5
91.55,438.81
91.6,439.14
91.65,439.46
91.7,439.75
91.75,439.97
91.8,440.26
91.85,440.55
91.9,440.81
91.95,441.07
92.0,441.33
92.05,441.6
92.1,441.88
92.15,442.16
92.2,442.45
92.25,442.74
92.3,443.02
92.35,443.28
92.4,443.55
92.45,443.87
92.5,444.15
92.55,444.43
92.6,444.71
92.65,444.96
92.7,445.28
92.75,445.53
92.8,445.83
92.85,446.08
92.9,446.36
92.95,446.65
93.0,446.94
93.05,447.24
93.1,447.49
93.15,447.79
93.2,448.05
93.25,448.34
93.3,448.62
93.35,448.89
93.4,449.19
93.45,449.47
93.5,449.76
93.55,450.04
93.6,450.33
93.65,450.61
93.7,450.89
93.75,451.17
93.8,451.43
93.85,451.7
93.9,451.99
93.95,452.26
94.0,452.54
94.05,452.84
94.1,453.16
94.15,453.42
94.2,453.68
94.25,453.95
94.3,454.22
94.35,454.52
94.4,454.81
94.45,455.09
94.5,455.36
94.55,455.69
94.6,455.98
94.65,456.24
94.7,456.52
94.75,456.81
94.8,457.08
94.85,457.41
94.9,457.67
94.95,457.94
95.0,458.23
95.05,458.53
95.1,458.8
95.15,459.08
95.2,459.39
95.25,459.7
95.3,459.98
95.35,460.27
95.4,460.57
95.45,460.8
95.5,461.1
95.55,461.41
95.6,461.72
95.65,462.0
95.7,462.26
95.75,462.58
95.8,462.86
95.85,463.14
95.9,463.42
95.95,463.71
96.0,464.03
96.05,464.35
96.1,464.64
96.15,464.91
96.2,465.24
96.25,465.47
96.3,465.82
96.35,466.11
96.4,466.38
96.45,466.63
96.5,466.99
96.55,467.28
96.6,467.55
96.65,467.86
96.7,468.15
96.75,468.42
96.8,468.75
96.85,469.07
96.9,469.36
96.95,469.65
97.0,469.95
97.05,470.26
97.1,470.53
97.15,470.81
97.2,471.11
97.25,471.42
97.3,471.76
97.35,472.03
97.4,472.4
97.45,472.63
97.5,472.93
97.55,473.24
97.6,473.58
97.65,473.88
97.7,474.19
97.75,474.5
97.8,474.78
97.85,475.06
97.9,475.37
97.95,475.69
98.0,476.01
98.05,476.3
98.1,476.59
98.15,476.91
98.2,477.21
98.25,477.53
98.3,477.84
98.35,478.18
98.4,478.47
98.45,478.75
98.5,479.06
98.55,479.36
98.6,479.71
98.65,480.01
98.7,480.29
98.75,480.6
98.8,480.96
98.85,481.26
98.9,481.55
98.95,481.89
99.0,482.2
99.05,482.48
99.1,482.77
99.15,483.12
99.2,483.41
99.25,483.71
99.3,484.03
99.35,484.38
99.4,484.68
99.45,484.96
99.5,485.29
99.55,485.61
99.6,485.96
99.65,486.28
99.7,486.54
99.75,486.84
99.8,487.2
99.85,487.5
99.9,487.72
99.95,488.62
